unix_time,response_time
1527707016,1
,
1527707017,1
,
1527707018,1
,
1527707019,2
,
1527707020,2
,
1527707021,1
,
1527707022,2
,
1527707023,2
,
1527707024,1
,
1527707025,2
,
1527707026,2
,
1527707027,2
,
1527707028,2
,
1527707029,1
,
1527707030,2
,
1527707031,2
,
1527707032,2
,
1527707033,2
,
1527707034,2
,
1527707035,2
,
1527707036,2
,
1527707037,2
,
1527707038,2
,
1527707039,1
,
1527707040,2
,
1527707041,1
,
1527707042,2
,
1527707043,2
,
1527707044,2
,
1527707045,1
,
1527707046,2
,
1527707047,2
,
1527707048,1
,
1527707049,1
,
1527707050,1
,
1527707051,2
,
1527707052,2
,
1527707053,2
,
1527707054,2
,
1527707055,2
,
1527707056,2
,
1527707057,2
,
1527707058,2
,
1527707059,2
,
1527707060,2
,
1527707061,2
,
1527707062,2
,
1527707063,2
,
1527707064,2
,
1527707065,1
,
1527707066,2
,
1527707067,2
,
1527707068,2
,
1527707069,1
,
1527707070,2
,
1527707071,1
,
1527707072,2
,
1527707073,2
,
1527707074,1
,
1527707075,1
,
1527707076,1
,
1527707077,2
,
1527707078,2
,
1527707079,2
,
1527707080,1
,
1527707081,2
,
1527707082,2
,
1527707083,2
,
1527707084,2
,
1527707085,2
,
1527707086,1
,
1527707087,2
,
1527707088,2
,
1527707089,1
,
1527707090,2
,
1527707091,2
,
1527707092,2
,
1527707093,1
,
1527707094,2
,
1527707095,2
,
1527707096,2
,
1527707097,1
,
1527707098,2
,
1527707099,2
,
1527707100,1
,
1527707101,2
,
1527707102,2
,
1527707103,1
,
1527707104,2
,
1527707105,1
,
1527707106,2
,
1527707107,2
,
1527707108,2
,
1527707109,1
,
1527707110,2
,
1527707111,2
,
1527707112,2
,
1527707113,2
,
1527707114,2
,
1527707115,1
,
1527707116,1
,
1527707117,1
,
1527707118,2
,
1527707119,2
,
1527707120,2
,
1527707121,2
,
1527707122,2
,
1527707123,1
,
1527707124,2
,
1527707125,1
,
1527707126,2
,
1527707127,2
,
1527707128,2
,
1527707129,2
,
1527707130,2
,
1527707131,1
,
1527707133,2
,
1527707134,1
,
1527707135,2
,
1527707136,2
,
1527707137,2
,
1527707138,2
,
1527707139,2
,
1527707140,2
,
1527707141,2
,
1527707142,2
,
1527707143,2
,
1527707144,2
,
1527707145,2
,
1527707146,2
,
1527707147,1
,
1527707148,1
,
1527707149,1
,
1527707150,2
,
1527707151,2
,
1527707152,2
,
1527707153,2
,
1527707154,1
,
1527707155,2
,
1527707156,2
,
1527707157,2
,
1527707158,1
,
1527707159,1
,
1527707160,2
,
1527707161,2
,
1527707162,2
,
1527707163,2
,
1527707164,2
,
1527707165,2
,
1527707166,2
,
1527707167,2
,
1527707168,2
,
1527707169,2
,
1527707170,1
,
1527707171,2
,
1527707172,2
,
1527707173,2
,
1527707174,2
,
1527707175,2
,
1527707176,2
,
1527707177,2
,
1527707178,2
,
1527707179,2
,
1527707180,2
,
1527707181,2
,
1527707182,2
,
1527707183,1
,
1527707184,2
,
1527707185,2
,
1527707186,1
,
1527707187,2
,
1527707188,1
,
1527707189,2
,
1527707190,2
,
1527707191,2
,
1527707192,2
,
1527707193,2
,
1527707194,2
,
1527707195,2
,
1527707196,2
,
1527707197,1
,
1527707198,2
,
1527707199,2
,
1527707200,2
,
1527707201,2
,
1527707202,1
,
1527707203,2
,
1527707204,2
,
1527707205,2
,
1527707206,2
,
1527707207,2
,
1527707208,2
,
1527707209,1
,
1527707210,2
,
1527707211,1
,
1527707212,2
,
1527707213,2
,
1527707214,2
,
1527707215,1
,
1527707216,2
,
1527707217,2
,
1527707218,1
,
1527707219,1
,
1527707220,2
,
1527707221,1
,
1527707222,1
,
1527707223,1
,
1527707224,1
,
1527707225,1
,
1527707226,2
,
1527707227,1
,
1527707228,1
,
1527707229,2
,
1527707230,2
,
1527707231,2
,
1527707232,2
,
1527707233,1
,
1527707234,1
,
1527707235,2
,
1527707236,2
,
1527707237,2
,
1527707238,2
,
1527707239,1
,
1527707240,2
,
1527707241,2
,
1527707242,1
,
1527707243,1
,
1527707244,1
,
1527707245,1
,
1527707246,1
,
1527707247,1
,
1527707248,1
,
1527707249,1
,
1527707250,2
,
1527707251,2
,
1527707252,2
,
1527707253,2
,
1527707254,2
,
1527707255,2
,
1527707256,2
,
1527707257,1
,
1527707258,1
,
1527707259,1
,
1527707260,1
,
1527707261,2
,
1527707262,2
,
1527707263,1
,
1527707264,2
,
1527707265,2
,
1527707266,1
,
1527707267,1
,
1527707268,2
,
1527707269,2
,
1527707270,1
,
1527707271,1
,
1527707272,1
,
1527707273,2
,
1527707274,1
,
1527707275,2
,
1527707276,2
,
1527707277,2
,
1527707278,2
,
1527707279,2
,
1527707280,2
,
1527707281,1
,
1527707282,1
,
1527707283,1
,
1527707284,2
,
1527707285,1
,
1527707286,2
,
1527707287,2
,
1527707288,2
,
1527707289,1
,
1527707290,1
,
1527707291,1
,
1527707292,1
,
1527707293,1
,
1527707294,1
,
1527707295,1
,
1527707296,1
,
1527707297,2
,
1527707298,2
,
1527707299,2
,
1527707300,1
,
1527707301,2
,
1527707302,2
,
1527707303,2
,
1527707304,1
,
1527707305,1
,
1527707306,2
,
1527707307,2
,
1527707308,2
,
1527707309,2
,
1527707310,1
,
1527707311,2
,
1527707312,2
,
1527707313,1
,
1527707314,2
,
1527707315,2
,
1527707316,1
,
1527707317,1
,
1527707318,2
,
1527707319,2
,
1527707320,2
,
1527707321,2
,
1527707322,2
,
1527707323,1
,
1527707324,2
,
1527707325,2
,
1527707326,2
,
1527707327,1
,
1527707328,2
,
1527707329,1
,
1527707330,1
,
1527707331,2
,
1527707332,2
,
1527707333,2
,
1527707334,2
,
1527707335,1
,
1527707336,2
,
1527707337,2
,
1527707338,2
,
1527707339,2
,
1527707340,1
,
1527707341,2
,
1527707342,2
,
1527707343,2
,
1527707345,2
,
1527707346,1
,
1527707347,2
,
1527707348,2
,
1527707349,2
,
1527707350,1
,
1527707351,1
,
1527707352,1
,
1527707353,2
,
1527707354,2
,
1527707355,2
,
1527707356,2
,
1527707357,1
,
1527707358,2
,
1527707359,2
,
1527707360,2
,
1527707361,1
,
1527707362,2
,
1527707363,2
,
1527707364,2
,
1527707365,1
,
1527707366,2
,
1527707367,2
,
1527707368,1
,
1527707369,1
,
1527707370,2
,
1527707371,1
,
1527707372,1
,
1527707373,2
,
1527707374,2
,
1527707375,1
,
1527707376,2
,
1527707377,2
,
1527707378,1
,
1527707379,1
,
1527707380,2
,
1527707381,2
,
1527707382,2
,
1527707383,1
,
1527707384,2
,
1527707385,2
,
1527707386,2
,
1527707387,2
,
1527707388,2
,
1527707389,2
,
1527707390,2
,
1527707391,2
,
1527707392,2
,
1527707393,2
,
1527707394,2
,
1527707395,2
,
1527707396,2
,
1527707397,2
,
1527707398,2
,
1527707399,2
,
1527707400,2
,
1527707401,2
,
1527707402,1
,
1527707403,2
,
1527707404,2
,
1527707405,1
,
1527707406,2
,
1527707407,2
,
1527707408,2
,
1527707409,2
,
1527707410,2
,
1527707411,2
,
1527707412,2
,
1527707413,2
,
1527707414,1
,
1527707415,2
,
1527707416,1
,
1527707417,2
,
1527707418,1
,
1527707419,2
,
1527707420,2
,
1527707421,2
,
1527707422,2
,
1527707423,2
,
1527707424,1
,
1527707425,2
,
1527707426,1
,
1527707427,2
,
1527707428,1
,
1527707429,2
,
1527707430,2
,
1527707431,2
,
1527707432,2
,
1527707433,1
,
1527707434,2
,
1527707435,2
,
1527707436,2
,
1527707437,2
,
1527707438,2
,
1527707439,2
,
1527707440,2
,
1527707441,2
,
1527707442,2
,
1527707443,2
,
1527707444,2
,
1527707445,2
,
1527707446,2
,
1527707447,2
,
1527707448,1
,
1527707449,1
,
1527707450,1
,
1527707451,1
,
1527707452,2
,
1527707453,1
,
1527707454,1
,
1527707455,2
,
1527707456,1
,
1527707457,2
,
1527707458,1
,
1527707459,2
,
1527707460,1
,
1527707461,1
,
1527707462,2
,
1527707463,2
,
1527707464,1
,
1527707465,2
,
1527707466,2
,
1527707467,2
,
1527707468,1
,
1527707469,1
,
1527707470,2
,
1527707471,2
,
1527707472,2
,
1527707473,2
,
1527707474,1
,
1527707475,1
,
1527707476,1
,
1527707477,2
,
1527707478,2
,
1527707479,2
,
1527707480,2
,
1527707481,1
,
1527707482,2
,
1527707483,1
,
1527707484,2
,
1527707485,2
,
1527707486,1
,
1527707487,2
,
1527707488,1
,
1527707489,2
,
1527707490,1
,
1527707491,1
,
1527707492,1
,
1527707493,2
,
1527707494,1
,
1527707495,2
,
1527707496,2
,
1527707497,2
,
1527707498,2
,
1527707499,6
,
1527707500,15
,
1527707501,19
,
1527707502,2
,
1527707503,2
,
1527707504,1
,
1527707505,2
,
1527707506,1
,
1527707507,2
,
1527707508,1
,
1527707509,2
,
1527707510,2
,
1527707511,2
,
1527707512,2
,
1527707513,1
,
1527707514,2
,
1527707515,42
,
1527707516,37
,
1527707517,39
,
1527707518,41
,
1527707519,2
,
1527707520,1
,
1527707521,1
,
1527707522,1
,
1527707523,2
,
1527707524,2
,
1527707525,2
,
1527707526,2
,
1527707527,2
,
1527707528,2
,
1527707529,2
,
1527707530,1
,
1527707531,2
,
1527707532,2
,
1527707533,1
,
1527707534,2
,
1527707535,2
,
1527707536,2
,
1527707537,2
,
1527707538,2
,
1527707539,2
,
1527707540,1
,
1527707541,1
,
1527707542,2
,
1527707543,1
,
1527707544,2
,
1527707545,1
,
1527707546,2
,
1527707547,2
,
1527707548,2
,
1527707549,2
,
1527707550,2
,
1527707551,2
,
1527707552,2
,
1527707553,2
,
1527707554,2
,
1527707555,2
,
1527707556,2
,
1527707557,2
,
1527707558,2
,
1527707559,2
,
1527707560,2
,
1527707561,1
,
1527707562,2
,
1527707563,2
,
1527707564,1
,
1527707565,2
,
1527707566,1
,
1527707567,2
,
1527707568,2
,
1527707569,1
,
1527707570,2
,
1527707571,1
,
1527707572,1
,
1527707573,2
,
1527707574,1
,
1527707575,2
,
1527707576,2
,
1527707577,2
,
1527707578,2
,
1527707579,1
,
1527707580,1
,
1527707581,1
,
1527707582,1
,
1527707583,1
,
1527707584,1
,
1527707585,1
,
1527707586,2
,
1527707587,2
,
1527707588,2
,
1527707589,1
,
1527707590,1
,
1527707591,2
,
1527707592,2
,
1527707593,1
,
1527707595,2
,
1527707596,1
,
1527707597,1
,
1527707598,1
,
1527707599,2
,
1527707600,2
,
1527707601,1
,
1527707602,2
,
1527707603,1
,
1527707604,2
,
1527707605,2
,
1527707606,2
,
1527707607,2
,
1527707608,1
,
1527707609,2
,
1527707610,2
,
1527707611,1
,
1527707612,2
,
1527707613,2
,
1527707614,1
,
1527707615,2
,
1527707616,2
,
1527707617,2
,
1527707618,4
,
1527707619,2
,
1527707620,1
,
1527707621,1
,
1527707622,2
,
1527707623,2
,
1527707624,2
,
1527707625,2
,
1527707626,2
,
1527707627,2
,
1527707628,2
,
1527707629,2
,
1527707630,2
,
1527707631,1
,
1527707632,1
,
1527707633,1
,
1527707634,1
,
1527707635,2
,
1527707636,2
,
1527707637,2
,
1527707638,2
,
1527707639,1
,
1527707640,1
,
1527707641,1
,
1527707642,1
,
1527707643,2
,
1527707644,2
,
1527707645,2
,
1527707646,1
,
1527707647,2
,
1527707648,2
,
1527707649,2
,
1527707650,1
,
1527707651,2
,
1527707652,2
,
1527707653,2
,
1527707654,2
,
1527707655,2
,
1527707656,2
,
1527707657,2
,
1527707658,1
,
1527707659,2
,
1527707660,2
,
1527707661,2
,
1527707662,2
,
1527707663,1
,
1527707664,2
,
1527707665,1
,
1527707666,1
,
1527707667,2
,
1527707668,1
,
1527707669,1
,
1527707670,2
,
1527707671,1
,
1527707672,1
,
1527707673,2
,
1527707674,2
,
1527707675,2
,
1527707676,2
,
1527707677,2
,
1527707678,2
,
1527707679,1
,
1527707680,1
,
1527707681,2
,
1527707682,2
,
1527707683,2
,
1527707684,2
,
1527707685,2
,
1527707686,1
,
1527707687,2
,
1527707688,2
,
1527707689,1
,
1527707690,2
,
1527707691,2
,
1527707692,2
,
1527707693,1
,
1527707694,2
,
1527707695,1
,
1527707696,2
,
1527707697,1
,
1527707698,2
,
1527707699,1
,
1527707700,1
,
1527707701,1
,
1527707702,1
,
1527707703,2
,
1527707704,2
,
1527707705,2
,
1527707706,1
,
1527707707,2
,
1527707708,1
,
1527707709,2
,
1527707710,2
,
1527707711,2
,
1527707712,2
,
1527707713,2
,
1527707714,2
,
1527707715,2
,
1527707716,2
,
1527707717,2
,
1527707718,2
,
1527707719,2
,
1527707720,1
,
1527707721,2
,
1527707722,2
,
1527707723,2
,
1527707724,2
,
1527707725,1
,
1527707726,2
,
1527707727,2
,
1527707728,2
,
1527707729,2
,
1527707730,1
,
1527707731,1
,
1527707732,2
,
1527707733,1
,
1527707734,2
,
1527707735,2
,
1527707736,2
,
1527707737,2
,
1527707738,2
,
1527707739,1
,
1527707740,2
,
1527707741,2
,
1527707742,1
,
1527707743,2
,
1527707744,2
,
1527707745,1
,
1527707746,1
,
1527707747,2
,
1527707748,1
,
1527707749,2
,
1527707750,2
,
1527707751,2
,
1527707752,2
,
1527707753,1
,
1527707754,1
,
1527707755,2
,
1527707756,2
,
1527707757,1
,
1527707758,1
,
1527707759,2
,
1527707760,1
,
1527707761,2
,
1527707762,1
,
1527707763,2
,
1527707764,2
,
1527707765,1
,
1527707766,2
,
1527707767,2
,
1527707768,2
,
1527707769,2
,
1527707770,2
,
1527707771,1
,
1527707772,2
,
1527707773,2
,
1527707774,2
,
1527707775,2
,
1527707776,2
,
1527707777,2
,
1527707778,2
,
1527707779,2
,
1527707780,1
,
1527707781,2
,
1527707782,2
,
1527707783,1
,
1527707784,2
,
1527707785,2
,
1527707786,2
,
1527707787,2
,
1527707788,2
,
1527707789,2
,
1527707790,2
,
1527707791,2
,
1527707792,1
,
1527707793,1
,
1527707794,1
,
1527707795,2
,
1527707796,1
,
1527707797,2
,
1527707798,2
,
1527707799,1
,
1527707800,2
,
1527707801,1
,
1527707802,2
,
1527707803,2
,
1527707804,2
,
1527707805,2
,
1527707806,1
,
1527707807,2
,
1527707808,1
,
1527707809,2
,
1527707810,1
,
1527707811,2
,
1527707812,2
,
1527707813,2
,
1527707814,2
,
1527707815,2
,
1527707816,2
,
1527707817,2
,
1527707819,2
,
1527707820,2
,
1527707821,2
,
1527707822,2
,
1527707823,2
,
1527707824,2
,
1527707825,2
,
1527707826,2
,
1527707827,2
,
1527707828,2
,
1527707829,2
,
1527707830,2
,
1527707831,1
,
1527707832,2
,
1527707833,2
,
1527707834,4
,
1527707835,2
,
1527707836,2
,
1527707837,2
,
1527707838,1
,
1527707839,2
,
1527707840,2
,
1527707841,2
,
1527707842,2
,
1527707843,1
,
1527707844,1
,
1527707845,2
,
1527707846,2
,
1527707847,2
,
1527707848,2
,
1527707849,1
,
1527707850,2
,
1527707851,2
,
1527707852,1
,
1527707853,2
,
1527707854,2
,
1527707855,1
,
1527707856,2
,
1527707857,2
,
1527707858,1
,
1527707859,1
,
1527707860,2
,
1527707861,1
,
1527707862,2
,
1527707863,2
,
1527707864,2
,
1527707865,2
,
1527707866,2
,
1527707867,2
,
1527707868,2
,
1527707869,1
,
1527707870,2
,
1527707871,2
,
1527707872,2
,
1527707873,2
,
1527707874,1
,
1527707875,2
,
1527707876,1
,
1527707877,2
,
1527707878,2
,
1527707879,2
,
1527707880,2
,
1527707881,2
,
1527707882,2
,
1527707883,2
,
1527707884,2
,
1527707885,2
,
1527707886,3
,
1527707887,2
,
1527707888,2
,
1527707889,1
,
1527707890,2
,
1527707891,2
,
1527707892,2
,
1527707893,1
,
1527707894,2
,
1527707895,2
,
1527707896,2
,
1527707897,2
,
1527707898,2
,
1527707899,2
,
1527707900,1
,
1527707901,2
,
1527707902,2
,
1527707903,2
,
1527707904,2
,
1527707905,2
,
1527707906,2
,
1527707907,1
,
1527707908,1
,
1527707909,2
,
1527707910,1
,
1527707911,1
,
1527707912,2
,
1527707913,1
,
1527707914,2
,
1527707915,2
,
1527707916,2
,
1527707917,20
,
1527707918,1
,
1527707919,1
,
1527707920,1
,
1527707921,1
,
1527707922,1
,
1527707923,2
,
1527707924,2
,
1527707925,1
,
1527707926,1
,
1527707927,2
,
1527707928,2
,
1527707929,2
,
1527707930,2
,
1527707931,2
,
1527707932,1
,
1527707933,2
,
1527707934,1
,
1527707935,2
,
1527707936,2
,
1527707937,2
,
1527707938,1
,
1527707939,2
,
1527707940,2
,
1527707941,1
,
1527707942,2
,
1527707943,2
,
1527707944,1
,
1527707945,1
,
1527707946,2
,
1527707947,1
,
1527707948,2
,
1527707949,2
,
1527707950,2
,
1527707951,2
,
1527707952,1
,
1527707953,2
,
1527707954,2
,
1527707955,2
,
1527707956,2
,
1527707957,2
,
1527707958,2
,
1527707959,2
,
1527707960,1
,
1527707961,1
,
1527707962,1
,
1527707963,2
,
1527707964,2
,
1527707965,1
,
1527707966,1
,
1527707967,2
,
1527707968,1
,
1527707969,2
,
1527707970,1
,
1527707971,2
,
1527707972,1
,
1527707973,2
,
1527707974,2
,
1527707975,1
,
1527707976,2
,
1527707977,1
,
1527707978,1
,
1527707979,2
,
1527707980,1
,
1527707981,2
,
1527707982,1
,
1527707983,1
,
1527707984,1
,
1527707985,1
,
1527707986,2
,
1527707987,1
,
1527707988,2
,
1527707989,1
,
1527707990,2
,
1527707991,2
,
1527707992,1
,
1527707993,2
,
1527707994,2
,
1527707995,1
,
1527707996,2
,
1527707997,2
,
1527707998,1
,
1527707999,1
,
1527708000,2
,
1527708001,2
,
1527708002,2
,
1527708003,1
,
1527708004,2
,
1527708005,1
,
1527708006,2
,
1527708007,2
,
1527708008,2
,
1527708009,2
,
1527708010,2
,
1527708011,1
,
1527708012,2
,
1527708013,4
,
1527708014,2
,
1527708015,2
,
1527708016,2
,
1527708017,2
,
1527708018,2
,
1527708019,1
,
1527708020,2
,
1527708021,2
,
1527708022,2
,
1527708023,2
,
1527708024,2
,
1527708025,1
,
1527708026,2
,
1527708027,2
,
1527708028,2
,
1527708029,2
,
1527708030,1
,
1527708031,2
,
1527708032,2
,
1527708033,1
,
1527708034,2
,
1527708035,2
,
1527708036,2
,
1527708037,2
,
1527708038,2
,
1527708039,2
,
1527708040,2
,
1527708041,2
,
1527708042,1
,
1527708043,2
,
1527708045,2
,
1527708046,2
,
1527708047,2
,
1527708048,2
,
1527708049,2
,
1527708050,2
,
1527708051,2
,
1527708052,1
,
1527708053,2
,
1527708054,1
,
1527708055,2
,
1527708056,2
,
1527708057,2
,
1527708058,1
,
1527708059,2
,
1527708060,2
,
1527708061,2
,
1527708062,1
,
1527708063,1
,
1527708064,1
,
1527708065,1
,
1527708066,1
,
1527708067,2
,
1527708068,2
,
1527708069,2
,
1527708070,2
,
1527708071,2
,
1527708072,1
,
1527708073,2
,
1527708074,2
,
1527708075,1
,
1527708076,2
,
1527708077,2
,
1527708078,2
,
1527708079,2
,
1527708080,2
,
1527708081,2
,
1527708082,2
,
1527708083,2
,
1527708084,2
,
1527708085,2
,
1527708086,1
,
1527708087,2
,
1527708088,2
,
1527708089,2
,
1527708090,2
,
1527708091,2
,
1527708092,2
,
1527708093,2
,
1527708094,2
,
1527708095,2
,
1527708096,2
,
1527708097,2
,
1527708098,2
,
1527708099,1
,
1527708100,1
,
1527708101,2
,
1527708102,2
,
1527708103,2
,
1527708104,3
,
1527708105,2
,
1527708106,2
,
1527708107,1
,
1527708108,1
,
1527708109,2
,
1527708110,2
,
1527708111,2
,
1527708112,2
,
1527708113,2
,
1527708114,1
,
1527708115,2
,
1527708116,2
,
1527708117,2
,
1527708118,1
,
1527708119,2
,
1527708120,2
,
1527708121,2
,
1527708122,2
,
1527708123,2
,
1527708124,2
,
1527708125,2
,
1527708126,2
,
1527708127,2
,
1527708128,2
,
1527708129,2
,
1527708130,1
,
1527708131,2
,
1527708132,2
,
1527708133,2
,
1527708134,1
,
1527708135,2
,
1527708136,2
,
1527708137,2
,
1527708138,1
,
1527708139,2
,
1527708140,2
,
1527708141,2
,
1527708142,2
,
1527708143,2
,
1527708144,2
,
1527708145,2
,
1527708146,1
,
1527708147,2
,
1527708148,2
,
1527708149,1
,
1527708150,1
,
1527708151,1
,
1527708152,1
,
1527708153,1
,
1527708154,2
,
1527708155,1
,
1527708156,1
,
1527708157,2
,
1527708158,1
,
1527708159,2
,
1527708160,2
,
1527708161,2
,
1527708162,2
,
1527708163,2
,
1527708164,2
,
1527708165,2
,
1527708166,2
,
1527708167,3
,
1527708168,2
,
1527708169,2
,
1527708170,2
,
1527708171,2
,
1527708172,2
,
1527708173,1
,
1527708174,2
,
1527708175,2
,
1527708176,2
,
1527708177,2
,
1527708178,2
,
1527708179,2
,
1527708180,2
,
1527708181,2
,
1527708182,1
,
1527708183,1
,
1527708184,2
,
1527708185,2
,
1527708186,2
,
1527708187,2
,
1527708188,2
,
1527708189,2
,
1527708190,1
,
1527708191,1
,
1527708192,2
,
1527708193,1
,
1527708194,2
,
1527708195,2
,
1527708196,2
,
1527708197,2
,
1527708198,1
,
1527708199,1
,
1527708200,2
,
1527708201,1
,
1527708202,2
,
1527708203,2
,
1527708204,1
,
1527708205,2
,
1527708206,2
,
1527708207,1
,
1527708208,1
,
1527708209,2
,
1527708210,2
,
1527708211,2
,
1527708212,2
,
1527708213,1
,
1527708214,2
,
1527708215,2
,
1527708216,2
,
1527708217,2
,
1527708218,1
,
1527708219,2
,
1527708220,2
,
1527708221,2
,
1527708222,2
,
1527708223,2
,
1527708224,2
,
1527708225,2
,
1527708226,2
,
1527708227,2
,
1527708228,2
,
1527708229,2
,
1527708230,2
,
1527708231,2
,
1527708232,2
,
1527708233,2
,
1527708234,2
,
1527708235,2
,
1527708236,1
,
1527708237,2
,
1527708238,2
,
1527708239,2
,
1527708240,2
,
1527708241,2
,
1527708242,1
,
1527708243,2
,
1527708244,2
,
1527708245,2
,
1527708246,2
,
1527708247,2
,
1527708248,2
,
1527708249,2
,
1527708250,2
,
1527708251,1
,
1527708252,2
,
1527708253,1
,
1527708254,4
,
1527708255,2
,
1527708256,2
,
1527708257,2
,
1527708258,3
,
1527708259,1
,
1527708260,2
,
1527708261,1
,
1527708262,2
,
1527708263,1
,
1527708264,1
,
1527708265,2
,
1527708266,2
,
1527708267,2
,
1527708268,2
,
1527708269,2
,
1527708270,3
,
1527708271,2
,
1527708272,2
,
1527708273,2
,
1527708274,2
,
1527708275,2
,
1527708276,2
,
1527708278,2
,
1527708279,2
,
1527708280,2
,
1527708281,1
,
1527708282,2
,
1527708283,2
,
1527708284,2
,
1527708285,2
,
1527708286,2
,
1527708287,2
,
1527708288,1
,
1527708289,2
,
1527708290,2
,
1527708291,2
,
1527708292,2
,
1527708293,2
,
1527708294,2
,
1527708295,1
,
1527708296,2
,
1527708297,2
,
